Target,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Sp39,Sp41,Sp42,Sp43,Sp44,Sp45,Sp46,Sp47,Sp48,Sp49
NN,0.6393,0.5636,0.4578,0.3334,0.5082,0.4909,0.4632,0.3672,0.2623,0.2021,0.6842,0.6562,0.6393,0.6138,0.4674,0.3761,0.7678,0.6213,0.4819,0.2783,0.4821,0.3981,0.5555,0.448,0.6229,0.6862,0.4943,0.375,0.7678,0.707,0.4842,0.3906,0.6111,0.5742,0.4526,0.3594
NN,0.3115,0.2546,0.5542,0.4615,0.3771,0.3818,0.4632,0.3906,0.4426,0.4849,0.379,0.2813,0.4918,0.4555,0.3696,0.2479,0.4821,0.466,0.229,0.1479,0.4107,0.3981,0.2778,0.2161,0.4262,0.4216,0.1955,0.1667,0.5357,0.4344,0.2527,0.2266,0.463,0.4555,0.2527,0.2266
NN,0.4426,0.4546,0.2651,0.2052,0.4426,0.4546,0.3369,0.25,0.4426,0.5252,0.4211,0.3047,0.3771,0.4159,0.2392,0.1881,0.4821,0.466,0.229,0.1479,0.4821,0.466,0.3667,0.2401,0.4262,0.451,0.2759,0.2001,0.4643,0.505,0.3264,0.2579,0.537,0.4555,0.3684,0.2579
NN,0.4426,0.4546,0.3133,0.2052,0.4426,0.4909,0.4211,0.3047,0.5738,0.5656,0.4632,0.3672,0.4426,0.4555,0.2392,0.2137,0.4821,0.466,0.3253,0.1479,0.5357,0.5049,0.3667,0.304,0.4262,0.4902,0.3219,0.2334,0.5357,0.4647,0.3684,0.2579,0.537,0.5346,0.3684,0.2579
NN,0.7704,0.7999,0.771,0.4872,0.7704,0.7636,0.6842,0.4844,0.7704,0.7777,0.6421,0.4531,0.7049,0.693,0.5543,0.4017,0.7678,0.699,0.5783,0.3131,0.7678,0.6602,0.6,0.392,0.7049,0.647,0.5862,0.375,0.6785,0.6666,0.4842,0.3594,0.7777,0.6534,0.5263,0.3906
NN,0.7704,0.7636,0.7108,0.4615,0.7704,0.7181,0.6421,0.4531,0.7704,0.7373,0.5895,0.4219,0.7049,0.693,0.5543,0.3761,0.7678,0.6602,0.5783,0.3131,0.7678,0.6602,0.6,0.416,0.6229,0.647,0.4943,0.3417,0.7678,0.6666,0.5263,0.3906,0.7777,0.693,0.5684,0.3906
NN,0.7704,0.7181,0.6626,0.4274,0.7704,0.6818,0.5895,0.4219,0.7049,0.6969,0.5895,0.4219,0.7049,0.6534,0.5543,0.3761,0.7678,0.6602,0.5783,0.3392,0.7678,0.7378,0.6,0.416,0.7049,0.647,0.5402,0.375,0.7678,0.707,0.5684,0.3906,0.7777,0.6534,0.4842,0.3594
NN,0.7704,0.6818,0.6024,0.3932,0.7049,0.6454,0.5895,0.4219,0.7704,0.6969,0.5895,0.3906,0.7049,0.6534,0.5543,0.4017,0.7678,0.7378,0.5783,0.3392,0.7678,0.6602,0.5111,0.392,0.7049,0.6862,0.5862,0.375,0.7678,0.6666,0.4842,0.3594,0.537,0.5346,0.3684,0.2969
NN,0.7049,0.6454,0.506,0.359,0.6393,0.5636,0.4632,0.3672,0.5738,0.5252,0.4211,0.2813,0.6393,0.5742,0.4131,0.3419,0.4821,0.5437,0.3253,0.2174,0.4821,0.5049,0.3667,0.304,0.4918,0.4902,0.3678,0.275,0.5357,0.4647,0.3684,0.2969,0.537,0.4555,0.3684,0.2969
NN,0.5738,0.4909,0.4097,0.2394,0.5082,0.4546,0.2948,0.2813,0.5082,0.5252,0.2948,0.2813,0.4426,0.4951,0.3261,0.2821,0.5357,0.466,0.3253,0.2174,0.5357,0.5049,0.4111,0.328,0.4918,0.451,0.3678,0.275,0.5357,0.505,0.3264,0.2969,0.6111,0.4951,0.3684,0.2969
NN,0.5082,0.4909,0.2651,0.2394,0.5082,0.4909,0.4211,0.2813,0.5082,0.5252,0.4632,0.2813,0.4918,0.4951,0.3696,0.3077,0.5357,0.5437,0.3735,0.2435,0.5357,0.5049,0.3667,0.304,0.5574,0.4902,0.3678,0.275,0.6071,0.5858,0.4105,0.3282,0.6111,0.5742,0.3684,0.3282
NN,0.3771,0.3818,0.1808,0.171,0.2623,0.2546,0.1053,0.1329,0.1968,0.2627,0.1053,0.1016,0.4426,0.4555,0.2827,0.2479,0.4107,0.3593,0.1808,0.1218,0.4107,0.3301,0.2334,0.2401,0.4918,0.5294,0.4138,0.3417,0.5357,0.505,0.4105,0.3594,0.3889,0.3466,0.3684,0.3594
NN,0.2623,0.2546,0.0483,0.077,0.1968,0.2546,0.1053,0.1016,0.2623,0.3031,0.1474,0.1641,0.3771,0.3466,0.1957,0.1881,0.4107,0.3301,0.1808,0.1479,0.3393,0.3301,0.2334,0.2401,0.4918,0.4902,0.4138,0.3417,0.3929,0.3536,0.3684,0.3594,0.3149,0.2872,0.2843,0.3282
NN,0.1968,0.2546,0.0483,0.0428,0.2623,0.291,0.1474,0.1641,0.3115,0.3031,0.179,0.1954,0.3771,0.3169,0.1957,0.2137,0.3393,0.3301,0.1808,0.1479,0.3393,0.3301,0.2778,0.272,0.3607,0.3432,0.3678,0.3417,0.3215,0.293,0.2843,0.3282,0.3149,0.2872,0.3264,0.2969
NN,0.2623,0.291,0.0965,0.1112,0.3115,0.291,0.179,0.1954,0.3115,0.3031,0.2211,0.2188,0.3115,0.3169,0.1957,0.2137,0.3393,0.3301,0.229,0.1827,0.3393,0.3301,0.2778,0.304,0.2951,0.2844,0.2759,0.3084,0.3215,0.293,0.3264,0.2969,0.3889,0.3169,0.3264,0.2579
NN,0.3115,0.291,0.1326,0.1454,0.3115,0.291,0.2211,0.2188,0.2623,0.3031,0.2948,0.2813,0.3115,0.3169,0.2392,0.2479,0.3393,0.3301,0.229,0.2174,0.3393,0.2913,0.2778,0.304,0.2951,0.2844,0.3219,0.275,0.3929,0.3233,0.3264,0.2579,0.3149,0.2872,0.2843,0.2969
NN,0.2623,0.291,0.2651,0.2394,0.1968,0.2273,0.2948,0.2813,0.1968,0.2021,0.2527,0.2188,0.3115,0.2773,0.2392,0.2821,0.2679,0.2622,0.2772,0.2435,0.2143,0.2039,0.2778,0.272,0.2951,0.2844,0.2759,0.275,0.3215,0.293,0.2843,0.2969,0.2408,0.2179,0.3264,0.3282
NN,0.1968,0.2273,0.2651,0.2394,0.1968,0.2001,0.2527,0.2188,0.1968,0.2324,0.2211,0.1641,0.246,0.2476,0.2827,0.3077,0.2143,0.2039,0.229,0.1827,0.2143,0.1748,0.2778,0.2401,0.2951,0.2844,0.2759,0.275,0.25,0.2223,0.3264,0.3282,0.2408,0.1882,0.2843,0.2579
NN,0.1968,0.2273,0.1808,0.1112,0.2623,0.2546,0.2527,0.25,0.2623,0.2627,0.2948,0.2813,0.246,0.2179,0.1522,0.1881,0.2143,0.2039,0.1326,0.1218,0.2679,0.2622,0.3223,0.272,0.2296,0.2157,0.161,0.1334,0.25,0.2223,0.2106,0.1954,0.2408,0.1585,0.2106,0.1954
NN,0.2623,0.2546,0.2651,0.2394,0.2623,0.2546,0.179,0.1954,0.1968,0.2021,0.1474,0.1641,0.246,0.2476,0.2827,0.2479,0.2679,0.2622,0.2772,0.1827,0.2679,0.2331,0.189,0.1841,0.2296,0.1569,0.1955,0.1667,0.25,0.2223,0.2843,0.2969,0.2408,0.2476,0.2843,0.2579
NN,0.2623,0.2546,0.1326,0.1454,0.1968,0.2001,0.1474,0.1641,0.2623,0.2627,0.179,0.1641,0.246,0.2476,0.2827,0.2479,0.2679,0.2331,0.1326,0.087,0.2143,0.2331,0.189,0.1841,0.2296,0.2157,0.2759,0.275,0.25,0.2526,0.2843,0.2579,0.3149,0.1882,0.2527,0.1954
NN,0.2623,0.2546,0.1326,0.1112,0.2623,0.2546,0.2211,0.1954,0.2623,0.2627,0.2527,0.2813,0.1968,0.2179,0.1522,0.1539,0.2143,0.2622,0.1808,0.087,0.2143,0.2331,0.2778,0.272,0.2951,0.1863,0.2414,0.1667,0.25,0.192,0.2106,0.1954,0.2408,0.2179,0.2843,0.2969
NN,0.1968,0.2273,0.2651,0.171,0.2623,0.2273,0.2211,0.25,0.2623,0.3031,0.2948,0.25,0.0821,0.1288,0.4674,0.3761,0.2143,0.2039,0.1808,0.1479,0.2679,0.2331,0.2334,0.2401,0.0493,0.0295,0.6896,0.6833,0.1786,0.1617,0.3684,0.3282,0.1667,0.1585,0.2527,0.2579
NN,0.2623,0.2273,0.1808,0.2052,0.2623,0.291,0.2948,0.25,0.3115,0.3334,0.3369,0.2813,0.1968,0.1882,0.1957,0.2137,0.2679,0.2331,0.1808,0.1479,0.3393,0.2622,0.2778,0.272,0.164,0.1569,0.3678,0.3084,0.1786,0.1617,0.2527,0.2579,0.2408,0.2179,0.2527,0.2579
NN,0.2623,0.291,0.2651,0.2052,0.3115,0.3182,0.3369,0.2813,0.3115,0.3334,0.2948,0.3047,0.246,0.2179,0.1957,0.2137,0.3393,0.2622,0.229,0.1827,0.3393,0.2913,0.3223,0.304,0.164,0.1569,0.2414,0.2334,0.25,0.2223,0.2527,0.2579,0.3149,0.2872,0.2843,0.2969
NN,0.7704,0.6182,0.6265,0.3761,0.6393,0.6545,0.5684,0.4063,0.7049,0.6666,0.4842,0.3828,0.7049,0.693,0.5543,0.3846,0.7678,0.6602,0.4819,0.287,0.7678,0.6213,0.5111,0.368,0.8032,0.7352,0.5862,0.425,0.7321,0.6767,0.4842,0.4063,0.7407,0.6633,0.5263,0.3828
NN,0.6393,0.5818,0.4819,0.3505,0.5738,0.5454,0.4842,0.3516,0.5738,0.6262,0.4842,0.3516,0.6229,0.6534,0.5109,0.3846,0.7678,0.6602,0.5301,0.3218,0.6785,0.6602,0.5111,0.368,0.6721,0.6078,0.4943,0.3667,0.7321,0.6767,0.5263,0.3828,0.7407,0.6633,0.4842,0.3828
NN,0.5738,0.5454,0.4819,0.3163,0.5738,0.5818,0.4842,0.3516,0.6393,0.6666,0.5263,0.4063,0.7049,0.6534,0.5109,0.3846,0.6785,0.6602,0.4819,0.287,0.7678,0.6602,0.5555,0.4,0.6721,0.6568,0.5402,0.3667,0.7321,0.6767,0.4842,0.3828,0.7407,0.6633,0.5263,0.3828
NN,0.5738,0.5818,0.4819,0.3163,0.6393,0.6182,0.5263,0.4063,0.6393,0.707,0.5263,0.4063,0.6229,0.6534,0.4674,0.3505,0.7678,0.6602,0.5301,0.3218,0.7678,0.699,0.5555,0.4,0.6721,0.6568,0.4943,0.3667,0.7321,0.6767,0.5263,0.3828,0.7407,0.7029,0.4842,0.4063
NN,0.6393,0.6182,0.5301,0.3761,0.6393,0.6545,0.5263,0.4063,0.6393,0.7474,0.4842,0.4063,0.7049,0.6534,0.5109,0.3846,0.7678,0.699,0.5301,0.3218,0.7678,0.699,0.5555,0.4,0.6721,0.6568,0.5402,0.3667,0.7321,0.7171,0.4842,0.4063,0.7407,0.6633,0.5684,0.3828
NN,0.6393,0.6545,0.5301,0.3761,0.6393,0.6909,0.4842,0.4063,0.7049,0.6666,0.5263,0.3828,0.7049,0.693,0.5109,0.3846,0.7678,0.699,0.5301,0.3218,0.7678,0.6602,0.6,0.4,0.6721,0.696,0.4943,0.3917,0.7321,0.6767,0.5684,0.3828,0.6666,0.6633,0.5684,0.3828
NN,0.7049,0.6182,0.5301,0.3505,0.7049,0.6182,0.5263,0.3828,0.6393,0.6262,0.4842,0.4063,0.7049,0.6534,0.5543,0.3846,0.6785,0.6602,0.4819,0.3218,0.6785,0.6213,0.4778,0.368,0.6065,0.6568,0.5862,0.3667,0.7321,0.6767,0.5263,0.4063,0.6666,0.6138,0.4842,0.3828
NN,0.7049,0.6182,0.5301,0.3505,0.6393,0.5818,0.4842,0.4063,0.4918,0.5858,0.4316,0.3516,0.6229,0.6534,0.4674,0.3846,0.6785,0.6213,0.4458,0.287,0.6785,0.6213,0.5111,0.368,0.6721,0.6568,0.5402,0.3917,0.6607,0.6262,0.4842,0.3828,0.6666,0.6138,0.4842,0.3828
NN,0.6393,0.5818,0.4819,0.3761,0.4918,0.5454,0.4316,0.3516,0.5738,0.5858,0.3895,0.3516,0.6229,0.6138,0.4348,0.3505,0.6785,0.6213,0.4819,0.287,0.7678,0.6602,0.5555,0.4,0.6065,0.6078,0.4943,0.3667,0.6607,0.6262,0.4842,0.3828,0.6666,0.6138,0.5263,0.3516
NN,0.4918,0.5454,0.4217,0.3163,0.5738,0.5454,0.3895,0.3516,0.5738,0.5858,0.4316,0.3828,0.6229,0.6138,0.4674,0.3505,0.7678,0.6602,0.5301,0.3218,0.6785,0.6602,0.5111,0.4,0.6065,0.6078,0.4943,0.3667,0.6607,0.6262,0.5263,0.3516,0.7407,0.6138,0.5684,0.4063
NN,0.5738,0.5454,0.3735,0.3163,0.5738,0.5454,0.4316,0.3828,0.6393,0.6262,0.4842,0.3828,0.7049,0.6534,0.5109,0.3846,0.6785,0.6602,0.4819,0.3218,0.6785,0.699,0.5111,0.4,0.6065,0.6078,0.5402,0.3334,0.7321,0.6262,0.5684,0.4063,0.7407,0.6633,0.5684,0.4063
NN,0.6393,0.5818,0.4819,0.3505,0.7049,0.5818,0.4842,0.3516,0.4426,0.394,0.5263,0.4375,0.6229,0.693,0.4674,0.3846,0.7678,0.699,0.4819,0.3218,0.6071,0.5825,0.4778,0.368,0.6721,0.6568,0.5862,0.3917,0.7321,0.7171,0.5263,0.3828,0.7407,0.6633,0.5684,0.4063
NN,0.246,0.2182,0.5301,0.4701,0.3771,0.3091,0.4842,0.4063,0.4426,0.4243,0.4316,0.3203,0.4262,0.4555,0.3044,0.2394,0.4643,0.4369,0.2531,0.1044,0.4643,0.4369,0.2667,0.2321,0.4754,0.4118,0.3104,0.2084,0.3929,0.3839,0.2001,0.2032,0.3889,0.3763,0.2001,0.2032
NN,0.3771,0.3091,0.4819,0.3761,0.4426,0.4,0.4316,0.3203,0.4918,0.4647,0.3895,0.2657,0.4262,0.4258,0.2609,0.171,0.4643,0.4369,0.2169,0.1392,0.4643,0.4369,0.2223,0.2001,0.3607,0.3726,0.184,0.1751,0.3929,0.3839,0.2001,0.2032,0.3889,0.4159,0.2001,0.2032
NN,0.4426,0.4,0.4217,0.2821,0.4918,0.4364,0.3895,0.2657,0.4426,0.4647,0.2632,0.2344,0.4262,0.4258,0.2283,0.2052,0.4643,0.4369,0.1687,0.1044,0.5357,0.4369,0.2667,0.2321,0.3607,0.3726,0.184,0.1751,0.3929,0.4243,0.2001,0.2032,0.3889,0.3763,0.2422,0.2032
NN,0.4426,0.4364,0.229,0.1881,0.3771,0.3728,0.2632,0.211,0.3771,0.4243,0.2632,0.211,0.4918,0.4258,0.2283,0.2052,0.4643,0.466,0.2169,0.1392,0.4643,0.466,0.3,0.2321,0.3607,0.3726,0.2299,0.1751,0.4464,0.4243,0.2422,0.2032,0.4445,0.4555,0.2737,0.2657
NN,0.3771,0.3728,0.229,0.1625,0.3771,0.4,0.2632,0.211,0.4426,0.4647,0.2632,0.2344,0.4262,0.4555,0.2283,0.2052,0.4643,0.466,0.2531,0.1392,0.4643,0.5049,0.3445,0.264,0.4099,0.4118,0.2299,0.1751,0.4464,0.4647,0.2737,0.2657,0.4445,0.4951,0.3579,0.2657
NN,0.3771,0.4,0.229,0.1625,0.4426,0.4364,0.2632,0.2344,0.4426,0.4647,0.3474,0.2344,0.4262,0.4555,0.2609,0.2052,0.4643,0.5049,0.3012,0.174,0.5357,0.466,0.3889,0.264,0.4099,0.451,0.2644,0.2417,0.4464,0.505,0.3579,0.2657,0.4445,0.5346,0.3158,0.2657
NN,0.4426,0.4364,0.3253,0.1881,0.4918,0.4727,0.3474,0.2969,0.4918,0.5858,0.4842,0.3516,0.4918,0.4555,0.3479,0.2394,0.5357,0.5437,0.3494,0.174,0.6071,0.5437,0.4333,0.304,0.4099,0.5294,0.3104,0.2417,0.5179,0.505,0.3158,0.2657,0.5185,0.4951,0.3158,0.2657
NN,0.4918,0.5454,0.4819,0.3163,0.7049,0.6909,0.6105,0.4375,0.836,0.8383,0.7578,0.4922,0.5574,0.5346,0.3913,0.2821,0.6071,0.6213,0.4819,0.287,0.7678,0.7378,0.6,0.432,0.4754,0.4902,0.3104,0.2417,0.5179,0.505,0.3158,0.2657,0.4445,0.5346,0.4,0.2891
NN,0.836,0.7727,0.7469,0.4701,0.7704,0.7272,0.6105,0.4609,0.7049,0.707,0.5684,0.4063,0.6229,0.693,0.4674,0.3846,0.6785,0.6602,0.5301,0.3218,0.7678,0.6602,0.6,0.4,0.541,0.5686,0.4483,0.3334,0.7321,0.6262,0.4842,0.3828,0.6666,0.5742,0.4421,0.3516
NN,0.7049,0.6545,0.5783,0.3761,0.7049,0.6545,0.5684,0.3828,0.7049,0.6666,0.5684,0.3828,0.7049,0.6534,0.5543,0.3846,0.6785,0.6602,0.4819,0.287,0.7678,0.6602,0.5555,0.4,0.6065,0.5686,0.4483,0.3334,0.7321,0.6767,0.5263,0.3828,0.7407,0.6633,0.5263,0.3828
NN,0.7049,0.6909,0.5783,0.3761,0.7049,0.6182,0.4842,0.3828,0.6393,0.5858,0.4316,0.3516,0.7049,0.6534,0.4674,0.3505,0.5357,0.5437,0.3494,0.2174,0.5357,0.5049,0.3889,0.304,0.6065,0.5686,0.4943,0.3667,0.6607,0.5454,0.3579,0.3203,0.5185,0.4951,0.3158,0.2891
NN,0.7049,0.6182,0.4819,0.3505,0.6393,0.5454,0.4316,0.3516,0.4426,0.5454,0.3474,0.2969,0.4918,0.5346,0.3479,0.2821,0.5357,0.5049,0.3494,0.2174,0.5357,0.466,0.3889,0.304,0.6065,0.5294,0.3564,0.3,0.5179,0.505,0.3158,0.2891,0.5185,0.5346,0.3579,0.3203
NN,0.4426,0.5091,0.3253,0.2565,0.4426,0.4727,0.3474,0.2969,0.4918,0.4647,0.3474,0.2969,0.4918,0.4555,0.3479,0.2821,0.5357,0.466,0.3494,0.2174,0.5357,0.5049,0.3445,0.304,0.4754,0.5294,0.3564,0.3,0.5893,0.505,0.3579,0.2891,0.5185,0.4555,0.3579,0.2891
NN,0.4918,0.4364,0.3253,0.2565,0.4918,0.4727,0.3895,0.3203,0.4918,0.5454,0.3895,0.3203,0.4918,0.4951,0.3044,0.2821,0.6071,0.5049,0.3494,0.2174,0.6071,0.5825,0.4333,0.336,0.4754,0.451,0.3564,0.2667,0.5179,0.4647,0.3158,0.2657,0.5185,0.5346,0.4,0.3203
NN,0.4426,0.4364,0.2772,0.2223,0.3771,0.3364,0.2211,0.211,0.3771,0.3233,0.2211,0.2344,0.4918,0.5346,0.3913,0.3505,0.5357,0.5049,0.3976,0.287,0.3929,0.3593,0.3889,0.368,0.541,0.5294,0.4023,0.3,0.5893,0.5454,0.4,0.3516,0.5926,0.5346,0.4,0.3516
NN,0.3771,0.3364,0.1808,0.1625,0.3771,0.3091,0.2211,0.2344,0.3115,0.3233,0.2211,0.2344,0.4918,0.4951,0.3913,0.3505,0.3929,0.3593,0.3494,0.287,0.3215,0.301,0.3,0.336,0.541,0.5294,0.4023,0.3334,0.5893,0.5454,0.4,0.3516,0.4445,0.4159,0.4,0.3203
NN,0.1968,0.191,0.229,0.2223,0.1968,0.1637,0.2632,0.2344,0.246,0.2223,0.2211,0.211,0.2296,0.2179,0.3044,0.3163,0.25,0.2039,0.2531,0.174,0.25,0.2039,0.2667,0.264,0.3607,0.304,0.3104,0.2667,0.3215,0.2425,0.3579,0.3203,0.1852,0.1981,0.2737,0.2891
NN,0.1968,0.1637,0.229,0.1881,0.246,0.2182,0.2211,0.211,0.246,0.2223,0.2211,0.211,0.2296,0.1882,0.2609,0.2394,0.25,0.2039,0.2169,0.174,0.25,0.2331,0.189,0.2001,0.2951,0.2353,0.3564,0.3,0.1965,0.2021,0.2737,0.2891,0.1852,0.1684,0.3158,0.2657
NN,0.246,0.2182,0.1808,0.1625,0.246,0.2182,0.2211,0.211,0.246,0.2223,0.179,0.211,0.2296,0.1882,0.2283,0.2394,0.25,0.2331,0.1326,0.1044,0.25,0.2331,0.189,0.1681,0.1804,0.1961,0.2644,0.2667,0.1965,0.1718,0.3158,0.2657,0.2593,0.1981,0.2422,0.2344
NN,0.246,0.2182,0.1326,0.1625,0.1968,0.191,0.179,0.211,0.246,0.2526,0.3053,0.2657,0.2296,0.2179,0.1522,0.1368,0.25,0.2331,0.1687,0.1044,0.25,0.1748,0.2223,0.2001,0.246,0.1961,0.2299,0.2084,0.2679,0.2021,0.2001,0.1798,0.2593,0.1684,0.2001,0.1798
NN,0.246,0.2455,0.2772,0.2223,0.246,0.2182,0.179,0.1798,0.1968,0.2223,0.179,0.1798,0.2296,0.2179,0.2609,0.2821,0.25,0.2622,0.2531,0.174,0.3215,0.2039,0.2667,0.2001,0.246,0.1961,0.184,0.1751,0.2679,0.2425,0.2422,0.2657,0.3149,0.2377,0.3579,0.2891
NN,0.1968,0.2182,0.1326,0.1283,0.1968,0.2455,0.2211,0.1798,0.1968,0.2223,0.2632,0.2657,0.2951,0.1882,0.2283,0.171,0.25,0.2039,0.1687,0.1044,0.25,0.2331,0.3,0.304,0.2951,0.2353,0.3564,0.2667,0.2679,0.2021,0.2001,0.2344,0.1852,0.1981,0.2737,0.2344
NN,0.1968,0.2182,0.229,0.2223,0.1968,0.191,0.4316,0.5234,0.0821,0.0506,0.7157,0.7734,0.2296,0.2179,0.2609,0.2821,0.25,0.2331,0.3494,0.287,0.1786,0.1748,0.6,0.664,0.1804,0.1961,0.2644,0.2084,0.2679,0.2425,0.3579,0.2657,0.2593,0.1981,0.3579,0.3203
NN,0.1968,0.191,0.1808,0.1881,0.246,0.2182,0.2211,0.2344,0.3115,0.2526,0.2632,0.2657,0.164,0.1585,0.3479,0.3163,0.1786,0.1748,0.2169,0.174,0.25,0.2331,0.2667,0.264,0.0329,0.0001,0.7356,0.8249,0.1429,0.1112,0.4842,0.4688,0.1852,0.1684,0.3158,0.2657
NN,0.3115,0.2455,0.229,0.2223,0.3115,0.2728,0.3053,0.2969,0.3115,0.3536,0.3895,0.3828,0.2296,0.2179,0.2283,0.2394,0.3215,0.301,0.2531,0.2174,0.3929,0.3301,0.4333,0.4,0.1804,0.1667,0.3104,0.2417,0.1965,0.1718,0.2737,0.2891,0.2593,0.2377,0.2737,0.2891
NN,0.7049,0.6545,0.5783,0.359,0.7049,0.6182,0.4842,0.3594,0.7049,0.6262,0.4842,0.3594,0.8032,0.7425,0.5543,0.4359,0.7321,0.6699,0.4819,0.3392,0.7321,0.6699,0.5555,0.392,0.836,0.7745,0.6551,0.4333,0.9106,0.7474,0.5789,0.4219,0.7592,0.693,0.5789,0.3906
NN,0.7049,0.6182,0.4819,0.3248,0.7049,0.5818,0.4842,0.3594,0.6229,0.6666,0.5263,0.3906,0.6721,0.6633,0.4674,0.4017,0.7321,0.6699,0.5301,0.3131,0.7321,0.6213,0.5111,0.392,0.836,0.7254,0.5977,0.4084,0.75,0.707,0.5789,0.3906,0.7592,0.693,0.5368,0.3906
NN,0.7049,0.5818,0.4819,0.3248,0.6229,0.6182,0.5263,0.3906,0.7049,0.6666,0.5263,0.3906,0.6721,0.6633,0.5109,0.3761,0.7321,0.6213,0.4819,0.3131,0.7321,0.6699,0.5555,0.392,0.6885,0.6862,0.5977,0.375,0.75,0.707,0.5368,0.3906,0.7592,0.6534,0.4947,0.3906
NN,0.7049,0.6182,0.5301,0.359,0.6229,0.6182,0.4842,0.3594,0.7049,0.6666,0.5263,0.3906,0.6721,0.6633,0.5109,0.3761,0.7321,0.6699,0.4819,0.3131,0.7321,0.6699,0.5555,0.392,0.6885,0.647,0.5057,0.375,0.75,0.6666,0.4947,0.3594,0.7592,0.6534,0.5368,0.3906
NN,0.6229,0.6182,0.4819,0.3248,0.7049,0.6182,0.5263,0.3906,0.7049,0.707,0.5263,0.3906,0.6721,0.6633,0.4674,0.3761,0.7321,0.6699,0.5301,0.3131,0.7321,0.7087,0.5111,0.416,0.6885,0.647,0.5057,0.3417,0.75,0.6666,0.5368,0.3906,0.7592,0.693,0.5368,0.4219
NN,0.7049,0.6545,0.5301,0.359,0.7049,0.6545,0.5263,0.3906,0.7049,0.6666,0.5684,0.3906,0.6721,0.7029,0.4674,0.4017,0.7321,0.6699,0.5783,0.3131,0.6607,0.6699,0.6,0.392,0.6885,0.6862,0.5517,0.4084,0.6785,0.6666,0.5368,0.4219,0.6851,0.6534,0.4947,0.3906
NN,0.7049,0.6545,0.5301,0.359,0.7049,0.6182,0.5684,0.3906,0.6229,0.6666,0.4842,0.3906,0.6721,0.6633,0.5543,0.3761,0.6607,0.6699,0.5783,0.3131,0.7321,0.6699,0.5555,0.416,0.6229,0.647,0.5517,0.4084,0.6785,0.6666,0.4947,0.3906,0.6851,0.6138,0.5368,0.3594
NN,0.7049,0.6182,0.5301,0.359,0.6229,0.6182,0.4842,0.3906,0.6229,0.707,0.4842,0.3906,0.6065,0.6138,0.5109,0.3419,0.7321,0.6213,0.5783,0.3392,0.7321,0.6699,0.6,0.416,0.6229,0.647,0.5057,0.375,0.6785,0.707,0.5789,0.4219,0.7592,0.7326,0.5789,0.4219
NN,0.6229,0.6182,0.4819,0.359,0.6229,0.6545,0.4842,0.3906,0.7049,0.707,0.4842,0.3906,0.6721,0.6138,0.5543,0.4017,0.7321,0.6699,0.5783,0.3392,0.7321,0.7087,0.5555,0.392,0.6229,0.6862,0.5977,0.4084,0.75,0.7474,0.5789,0.4219,0.7592,0.7326,0.5789,0.4219
NN,0.6229,0.6545,0.4819,0.359,0.7049,0.6545,0.4842,0.3906,0.5574,0.5858,0.4526,0.3594,0.6721,0.6633,0.5543,0.4017,0.7321,0.7087,0.5301,0.3131,0.7321,0.6699,0.6,0.416,0.6885,0.7254,0.5977,0.4084,0.75,0.7474,0.5789,0.4219,0.7592,0.7326,0.5789,0.4453
NN,0.7049,0.6545,0.4819,0.359,0.5574,0.5454,0.4526,0.3594,0.3607,0.293,0.5684,0.5547,0.6721,0.7029,0.5109,0.3761,0.7321,0.6699,0.5783,0.3392,0.7321,0.7087,0.5555,0.448,0.6885,0.7254,0.5977,0.4084,0.75,0.7474,0.5789,0.4453,0.9258,0.7326,0.6736,0.4453
NN,0.4262,0.4364,0.3012,0.2137,0.4262,0.4091,0.2843,0.1954,0.4262,0.4344,0.2527,0.2266,0.4754,0.4159,0.2935,0.2137,0.3929,0.3884,0.1567,0.1131,0.3929,0.3884,0.2112,0.2081,0.4262,0.3628,0.2184,0.1584,0.4643,0.3738,0.2316,0.1876,0.463,0.3664,0.2316,0.1876
NN,0.4262,0.4091,0.1687,0.1454,0.4918,0.4091,0.2527,0.2266,0.4262,0.4647,0.2527,0.2266,0.3607,0.4159,0.174,0.1796,0.3929,0.3884,0.2049,0.1131,0.4464,0.4272,0.2556,0.2081,0.3607,0.402,0.1725,0.1584,0.4643,0.4142,0.2316,0.2188,0.463,0.4357,0.3053,0.2188
NN,0.4918,0.4091,0.2169,0.1796,0.4262,0.4364,0.2527,0.2266,0.4262,0.4647,0.2843,0.2266,0.3607,0.3763,0.2174,0.1796,0.4464,0.4272,0.2049,0.1131,0.4464,0.466,0.2889,0.272,0.4262,0.402,0.2184,0.1917,0.4643,0.4445,0.3053,0.2188,0.463,0.4753,0.3369,0.2422
NN,0.4262,0.4364,0.2169,0.1796,0.4262,0.4364,0.2843,0.2266,0.4262,0.505,0.3264,0.2579,0.4099,0.4159,0.2174,0.1796,0.4464,0.466,0.241,0.1827,0.4464,0.5049,0.3778,0.272,0.4262,0.4314,0.2989,0.1917,0.4643,0.4849,0.3369,0.2422,0.463,0.4357,0.379,0.2735
